Gene ID,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20
ENSG00000047634.15,240,67,94,380,491,294,97,29,804,4961,128,119,1172,578,547,9,184,516,74,82,48,406,388,87,1235,423,414,1408,118,167,550,301,2547,543,970,1280,182,402,1233,1478
ENSG00000047644.19,1206,1149,1371,1327,350,2411,1449,1127,1793,4497,474,2911,859,283,1540,259,547,60,78,647,2465,1945,788,136,652,1549,590,1832,972,865,230,100,1042,705,688,1136,109,3863,879,768
ENSG00000047648.23,37,163,34,271,31,294,128,24,64,316,24,21,63,14,186,5,20,869,13,3,43,300,40,13,27,21,34,19,37,41,22,23,24,26,226,77,22,155,100,117
ENSG00000047662.5,583,149,71,535,152,102,220,64,324,858,306,159,303,19,143,23,169,279,6,31,54,114,47,34,189,131,243,182,114,166,68,401,259,71,192,126,166,130,469,345
ENSG00000047849.21,6854,5721,5795,2488,2424,15331,9014,8919,3276,5493,895,12709,4008,7546,2071,1805,4312,6171,2438,4000,9930,4042,2233,7296,1849,4973,2272,3196,5404,3562,4322,3717,2421,2796,2141,1853,1746,10033,1599,3171
ENSG00000047932.14,513,664,973,660,283,1778,621,633,367,1365,199,1592,686,501,386,117,454,542,103,537,346,1729,582,1441,448,1747,229,756,1411,518,470,517,909,303,478,644,396,2700,465,591
ENSG00000047936.11,0,0,0,2,0,2,1,1,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,3,1,1,0,1,0,0,2,0,0,0,0,1,3,4,0,1
ENSG00000048028.11,344,438,695,388,176,1490,295,364,873,1284,332,1645,425,247,304,173,766,355,292,345,656,1563,260,1169,379,1163,445,1129,784,283,177,153,967,353,418,646,215,1992,401,263
ENSG00000048052.22,296,1145,5016,572,462,776,863,3350,1611,675,140,123,347,1110,76,70,1788,1191,617,513,420,4293,133,3971,6535,3756,282,594,2512,199,3858,1307,382,1936,419,357,25022,3825,259,414
ENSG00000048140.18,714,873,646,138,189,3789,5425,1133,2001,1495,375,1247,340,1144,804,200,400,395,267,1031,1036,1924,821,1341,440,1128,913,648,1250,616,1322,675,699,421,280,1100,218,11724,793,292
ENSG00000048162.21,120,90,326,148,78,1200,599,519,341,402,54,388,305,1120,144,88,163,270,245,319,638,510,261,1989,126,295,90,138,187,146,857,362,218,184,140,105,97,1239,151,153
ENSG00000048342.17,155,380,1252,80,324,34,150,228,243,815,218,227,506,62,379,27,552,187,41,6,53,1585,71,910,618,291,92,182,112,415,154,244,214,875,181,499,518,673,331,358
ENSG00000048392.12,690,906,1020,1419,565,3357,1053,1288,1142,2668,549,1008,1277,1892,584,155,793,313,291,407,801,1814,1528,1734,377,2210,762,1858,1343,1663,4073,1516,2151,433,566,1203,1703,2483,1604,2472
ENSG00000048405.10,7845,3202,2367,3441,5136,14737,8614,4910,3928,6853,7740,7403,4554,15919,2691,390,2281,5741,1309,3023,3975,4044,5338,6052,5080,5840,5843,5146,3051,5186,9906,6502,5420,2792,6082,3467,2972,9174,5806,6155
ENSG00000048462.11,8,9,7,21,6,73,7,3,23,27,8,5,2,22,6,8,26,0,1,9,48,89,88,1,7,13,3,22,5,2,4,14,35,2,2,16,8,35,16,18
ENSG00000048471.14,1991,5800,2361,1999,3182,3810,3493,3119,3656,11520,1234,3759,1619,3756,2628,1140,3080,1203,610,1171,6217,4034,794,677,1813,2096,1579,3284,2190,1364,2097,956,2797,952,1835,2312,1010,6065,1522,2063
ENSG00000048540.15,18,2,0,1,0,0,0,6,1,0,12,57,3,1,69,1,18,2,0,0,7,27,0,4,72,0,15,51,59,7,1,21,2,14,0,4,35,1,0,2
ENSG00000048544.6,830,1320,961,1042,613,2547,1876,1163,1031,1342,781,1167,1164,2611,690,413,774,620,661,493,1773,1621,1167,1425,739,1238,1058,1098,1697,1743,2358,1954,1211,376,911,804,764,4406,720,1378
ENSG00000048545.16,28,3,5,57,1,6,14,1,12,33,24,8,13,3,5,0,4,11,1,1,3,9,3,0,17,4,27,3,0,11,5,44,11,5,8,4,16,12,26,20
ENSG00000048649.13,7344,3464,2859,3424,2099,6704,4640,2719,3934,6064,4354,3486,4004,2989,2193,771,2497,5023,898,1415,1885,3788,4146,2300,2110,3854,4520,4366,3324,5255,2001,3904,4368,1255,3630,2678,3842,5452,5494,6898
ENSG00000048707.15,8920,8033,9256,6392,6835,5209,8827,6358,7550,20696,6755,6900,8526,1681,6904,830,7135,7358,693,1361,2431,8638,2646,955,5523,8674,6758,9271,5123,7158,3884,5233,7621,6001,6500,8469,7302,10976,7294,7704
ENSG00000048740.18,14829,15632,13452,10101,16701,50353,16131,18809,11866,29289,9094,17017,7778,29541,13066,2763,14145,7994,4246,7535,16673,13798,12558,20283,8757,21782,7358,15702,14141,16790,27645,17906,12968,11518,13834,12912,15931,18601,21823,20555
ENSG00000048828.17,5299,6561,7272,2183,4026,13312,9209,12286,6836,10314,3768,8097,2349,13299,4270,1386,5674,3587,4891,2688,14050,8588,4657,25841,4835,6096,5301,5645,8016,3978,11241,8568,5487,4255,3329,4175,5923,26652,2945,5250
ENSG00000048991.16,2638,2370,2807,588,941,8687,5354,3555,1508,2339,816,3537,1071,5412,1360,1554,1678,1476,1707,2511,7784,3056,1354,6138,1494,3219,1318,2184,2803,2095,2298,1238,1951,952,1334,1177,1374,7731,845,1903
ENSG00000049089.15,646,892,845,72,840,273,752,1487,965,539,813,317,229,4531,1566,306,797,494,633,384,965,441,311,5604,255,36,3439,152,915,152,4233,2990,1258,546,458,291,180,842,293,351
ENSG00000049130.16,44,100,3,320,17,10,25,75,39,5,7,5,30,35,51,7,1,56,0,4,85,12,50,3,2,2,10,20,88,51,10,55,4,0,2,52,6,213,17,1
ENSG00000049167.15,722,768,889,673,277,1096,864,722,457,507,380,1049,346,473,735,190,288,504,484,294,943,1075,281,1390,753,1513,612,1027,2558,1407,1053,1031,713,418,322,335,596,1711,489,1006
ENSG00000049192.15,116,260,108,39,274,43,637,663,223,475,20,37,275,453,105,0,91,27,13,47,30,163,4,275,91,925,29,610,1488,50,121,1111,156,9,173,143,12,428,75,175
ENSG00000049239.13,5023,6284,4682,2809,4290,2876,6651,3664,4062,12843,1789,2741,3732,3367,6143,895,3411,63,1971,1570,6312,3959,1711,7764,3439,4306,2309,2960,12745,2624,6862,2292,3842,2591,1337,3458,2254,10665,828,1982
ENSG00000049245.13,2769,2335,1752,1652,3711,8382,5890,3742,4055,3658,2922,4853,2235,9582,3164,1125,2261,2998,1925,2755,5800,2799,3093,11132,2451,3473,2606,2183,2817,2381,10156,3188,2487,1889,3533,2299,2102,8649,1853,2531
ENSG00000049246.14,66,20,123,101,27,203,609,45,206,380,33,342,164,80,314,114,56,368,136,15,104,163,31,65,110,67,95,111,50,44,792,74,88,94,128,77,48,490,192,160
ENSG00000049247.14,1,0,2,4,0,44,20,14,14,1,0,0,0,20,1,0,4,27,24,0,7,6,3,163,2,4,1,23,2,7,167,1,1,3,47,24,2,892,16,53
ENSG00000049249.9,157,75,323,2896,113,522,50,18,268,408,482,11,186,43,134,13,125,415,104,10,46,48,65,38,275,69,63,218,48,92,79,112,563,191,107,241,290,104,236,310
ENSG00000049283.18,7,13,12,3,10,11,13,6,10,2,2,4,5,5,11,1,3,9,1,3,2,15,3,8,10,2,11,4,11,1,11,5,2,4,10,7,3,44,3,1
ENSG00000049323.16,3660,10321,777,448,833,1259,2569,556,1702,724,508,1031,689,29,6735,82,108,1692,43,94,6816,2364,1495,70,1088,71,556,245,739,1745,16,49,156,99,894,876,1444,6211,684,199
ENSG00000049449.10,1285,663,654,156,229,484,1242,829,496,139,461,2933,273,584,462,270,188,1452,275,289,1175,290,516,2020,261,758,593,626,569,553,710,496,236,362,323,131,166,928,144,381
ENSG00000049540.18,180,252,128,52,43,1132,14,19,20,36,47,33,293,8,7,11,29,418,3,1,21,8,11,16,7,9,43,24,20,38,26,16,12,2,39,19,14,11,32,372
ENSG00000049541.11,884,1742,1426,876,501,2811,1572,1419,1361,1425,827,944,944,911,308,352,980,1122,691,628,2110,1787,774,2515,504,953,541,526,1074,1073,1362,950,689,171,515,581,536,2756,735,845
ENSG00000049618.24,19718,16707,16504,11091,5113,17560,19604,11599,10233,21301,3945,21418,6730,3768,8447,2604,7104,7847,2239,4271,19666,17149,5606,5808,20260,14425,6098,10960,12565,16069,4550,9052,9971,5566,8165,7645,32205,14063,7452,10878
ENSG00000049656.14,2762,2547,3706,1543,1574,6235,5456,5443,4110,6237,1657,6208,2586,4356,2400,811,2053,2635,756,2801,6024,3398,2082,12238,2433,3819,3043,1703,3143,2794,9507,3435,2720,2031,1718,1681,2100,11290,1769,1798
ENSG00000049759.19,168,210,96,167,222,1270,605,30,1635,327,43,143,740,342,648,63,209,110,298,223,557,1565,328,2739,408,605,673,282,223,176,83,132,308,340,198,1119,123,8041,813,172
ENSG00000049768.16,129,69,96,103,162,241,183,117,119,651,277,79,223,73,170,10,136,24,4,37,40,83,84,52,117,70,326,93,17,73,201,247,126,78,88,121,198,153,43,154
ENSG00000049769.14,267,80,129,182,99,192,139,91,148,474,105,231,167,132,77,14,105,107,6,154,106,173,18,192,92,74,123,160,188,32,70,54,223,24,66,70,182,165,121,108
ENSG00000049860.14,1133,1989,974,975,1251,2846,1269,3456,2128,2576,1246,3060,1150,15450,1586,415,2088,584,2107,469,5506,3836,1835,34256,1209,1386,2140,2185,1892,1014,7576,4670,1802,2362,1033,2136,2421,8926,1612,2246
ENSG00000049883.15,245,449,556,91,263,472,427,355,235,561,58,587,347,323,315,126,392,236,74,364,278,723,163,528,318,670,293,300,1115,324,216,382,308,396,293,238,50,986,146,192
ENSG00000050030.16,13,10,3,28,1,18,4,3,4,13,0,3,10,3,5,0,2,1,0,0,1,0,5,2,3,5,7,7,1,2,0,42,3,9,3,5,10,3,12,16
ENSG00000050130.18,470,1447,905,406,490,2115,828,1582,538,1467,698,915,665,2805,484,398,686,788,683,787,1312,1271,1465,3341,293,963,1163,983,1385,1238,2472,1983,1169,763,488,637,776,2715,511,956
ENSG00000050165.18,123,19,8,65,81,13,27,17,176,542,109,58,288,3,56,3,65,88,0,6,20,100,13,4,63,43,65,66,5,132,49,110,163,34,33,125,66,58,251,146
ENSG00000050327.15,40,414,101,47,87,221,137,24,70,384,134,105,259,14,55,2,40,128,1,9,103,62,75,19,36,70,57,100,17,242,3,16,210,62,171,61,14,63,73,75
ENSG00000050344.9,3139,992,1388,1352,1060,274,451,360,1248,1901,862,712,2009,69,345,111,840,2191,44,58,241,3030,60,335,2376,1125,1012,1394,1204,1486,1329,1829,2068,3052,533,805,1802,1265,2618,2302
ENSG00000050393.11,715,873,1130,733,299,3715,1386,1025,869,423,234,1593,593,2267,391,322,652,1252,895,601,2592,1464,639,5021,375,432,309,816,943,791,1226,1458,393,189,491,319,868,4102,379,458
ENSG00000050405.13,533,1088,483,71,76,955,683,678,691,81,104,236,270,186,357,272,667,691,111,240,752,1127,210,730,456,1521,332,674,1673,391,865,658,312,110,87,182,789,1353,243,360
ENSG00000050426.16,1545,3268,2058,1698,1301,10275,2602,2534,1297,2567,799,2679,1299,2226,1723,762,1451,1397,878,2261,5758,1620,1151,4432,951,1763,1284,2155,3570,1383,1510,1795,2246,942,1262,1054,1532,3291,1005,1819
ENSG00000050438.17,209,138,674,106,48,1579,102,292,136,636,47,301,732,284,111,48,712,1423,28,293,190,284,84,281,286,315,257,864,375,129,103,55,257,285,415,256,235,450,60,124
ENSG00000050555.19,43,28,32,7,19,37,21,48,117,26,5,251,6,62,50,1679,12,833,8,6,68,17,15,11,14,8,11,56,66,53,8,9,22,21,5,2,6,26,4,372
ENSG00000050628.20,206,3,6,38,10,10,11,5,23,50,25,576,21,0,2133,1,18,51,4,0,129,200,27,0,17,8,15,14,7,127,8,11,11,17,4,37,56,122,192,17
ENSG00000050730.16,1,7,10,5,5,28,2,0,9,27,4,2,100,14,0,0,9,0,1,0,4,24,0,10,6,33,126,19,18,6,8,6,31,4,24,9,10,26,14,16
ENSG00000050748.18,1902,2216,1396,1030,794,4988,2063,1855,1215,3828,1255,1691,1619,1899,976,432,1063,1279,709,712,2844,1851,1060,4006,844,1788,1585,1791,2314,2274,1799,1457,2046,1145,1167,1099,1348,3742,872,1775
ENSG00000050767.17,844,3799,829,189,249,136,1984,4725,449,260,59,11405,337,837,3549,1031,1162,2258,41,2175,972,1061,280,400,41,80,599,26,2803,1373,6119,2649,129,1270,121,64,134,273,233,462
ENSG00000050820.17,18,38,6,28,2,57,44,10,154,6,8,6,109,6,8,26,33,185,1,0,96,86,47,0,7,4,24,15,4,4,4,88,10,10,10,53,15,49,33,26
ENSG00000051009.11,1919,1896,1912,1236,6629,3164,3043,3525,2189,3943,6343,4067,2294,7050,3227,863,2431,1201,454,1443,2440,1825,2834,2894,811,1742,1907,1026,1181,1080,2982,1682,1563,1021,1784,2087,2617,3949,2350,1427
ENSG00000051108.15,5746,7936,3054,6805,5852,6196,4535,3474,6848,12618,5513,8222,3405,11159,3301,385,6942,3050,5137,1412,4494,9971,4070,8552,8821,1444,4908,4979,1425,1195,8737,5052,7006,5699,4394,7713,6264,11297,6196,3912
ENSG00000051128.19,3332,1202,367,47,1362,106,453,2646,387,673,2427,3123,138,2744,1528,707,614,93,114,153,7296,349,1343,3308,2509,244,342,304,450,438,163,213,343,874,168,295,4938,443,135,709
ENSG00000051180.17,187,509,984,128,292,715,742,359,1097,219,182,207,633,339,217,129,447,650,215,196,715,1378,258,822,205,288,319,224,340,465,458,640,236,209,220,391,99,2501,435,237
ENSG00000051341.14,311,1457,2831,572,1020,1737,1912,956,2553,89,450,410,2049,565,640,197,1191,1724,198,281,514,5021,842,376,500,903,645,628,728,3140,1631,2433,529,1884,706,2102,589,4965,1043,1314
ENSG00000051382.9,2291,8004,4485,1912,3024,2895,3016,3201,1210,3867,2881,7519,3117,1587,3041,589,2367,2206,529,1048,3446,4320,3724,999,1657,3234,3024,2180,3843,4800,4652,4035,1978,1641,1783,3508,5818,3624,1995,4083
ENSG00000051523.11,4279,5986,6356,1503,7903,26246,12812,28272,5558,17343,6432,12159,6149,36770,6929,4281,7300,898,8906,15144,40658,8238,13274,103897,2222,3180,4554,3890,5111,3075,12209,7327,5734,4483,3646,6089,4102,19769,3233,5805
ENSG00000051596.10,266,240,355,45,105,612,668,467,394,169,35,640,176,186,74,113,118,248,89,280,726,432,168,897,99,188,87,111,157,225,169,174,128,49,128,149,54,1764,140,145
ENSG00000051620.11,4851,1477,1197,6180,1814,5626,2715,3176,1643,3386,1415,2594,1327,4113,2256,643,1855,1331,1185,710,4370,2296,2289,4228,1468,1064,1456,1221,1728,1930,2057,1781,2999,993,1311,1201,2691,4050,1790,2200
ENSG00000051825.15,3687,5329,5850,2104,3211,4348,4495,4224,3870,3676,2308,4157,2472,2809,2350,960,2906,4958,841,2196,2015,6860,1606,2168,2859,7218,3904,4134,9010,4639,4616,5009,4677,1900,3688,2744,3355,9629,2709,3639
ENSG00000052126.14,912,1398,1634,799,318,6983,755,740,311,210,120,3277,696,2178,588,153,382,1796,582,813,885,813,713,3573,261,3409,398,2358,2504,1198,163,1486,881,122,704,180,815,1686,1570,2059
ENSG00000052344.16,155,19,53,76,67,25,87,21,48,93,69,77,55,17,55,2,38,19,5,24,40,92,3,21,73,18,76,24,48,37,65,90,79,39,15,29,82,35,87,140
ENSG00000052723.12,1827,1824,1464,906,1005,5133,2710,1749,1055,1656,2093,2549,1409,2502,1004,308,1224,1969,694,1068,1925,2746,1779,3958,1588,2572,1527,1969,2954,2510,2593,3901,2244,1340,1223,1204,1525,4681,1124,1766
ENSG00000052749.14,4536,9031,4033,3900,34186,3754,10011,21135,9055,5564,17658,8922,3919,13034,13492,4550,13730,9342,2367,983,8036,3148,2313,5833,4004,4904,3133,2308,2556,3951,15588,4988,1756,12411,6617,2413,2197,9801,4049,3809
ENSG00000052795.13,682,1101,756,4779,635,3622,903,858,1834,1426,132,620,1423,2345,723,200,2197,1177,1898,333,673,1587,1237,4098,382,2046,281,1161,568,847,175,1189,719,1225,662,2261,1835,5870,4461,1035
ENSG00000052802.13,1131,1115,508,511,191,829,360,222,305,443,326,653,455,2002,300,38,789,389,136,126,374,779,681,505,208,491,991,546,634,742,480,262,677,86,348,229,385,1138,450,366
ENSG00000052841.15,4086,5337,4993,2945,3242,6257,5105,4949,3520,7428,2270,6533,3810,3144,3333,1748,3808,3521,1859,2485,4886,5594,1953,7416,3795,5608,4601,6728,9449,6012,5238,6255,5164,3090,4227,3095,8423,9115,4852,5869
ENSG00000052850.8,281,34,12,43,5,9,36,19,22,141,43,76,65,2,27,5,21,98,0,6,1,92,3,3,23,65,95,33,13,96,8,20,22,22,27,21,71,30,70,73
ENSG00000053108.17,24,15,8,6,6,3,5,3,18,53,4,47,16,4,14,0,3,4,1,1,12,42,31,0,1,5,5,5,0,5,2,3,68,2,3,24,1,5,7,4
ENSG00000053254.16,4105,6729,4773,4486,2029,20620,6927,6863,3628,13023,1359,5872,3196,18459,3894,1728,4439,2918,2958,4048,11278,5326,3265,14058,4246,9446,2112,7219,8936,6367,18865,10845,6003,2585,3617,4366,6081,13619,2488,5483
ENSG00000053328.8,30,10,5,21,11,3,9,7,21,113,38,25,41,1,8,3,17,91,0,11,0,56,0,2,18,8,25,14,29,16,4,40,16,7,42,15,29,30,61,36
ENSG00000053371.12,1217,1517,793,438,217,3238,2056,4274,1125,626,184,1433,234,4792,764,506,877,976,1805,1444,5825,1506,706,11509,468,827,751,298,2278,764,3881,3090,369,399,434,186,415,3343,292,440
ENSG00000053372.5,837,684,1303,447,141,2230,1594,1530,1107,589,140,1025,635,1146,490,404,590,599,618,535,1956,1593,532,3417,302,765,375,279,909,614,1572,734,335,226,208,260,320,3433,377,287
ENSG00000053438.11,503,184,240,154,150,150,466,303,261,1056,185,949,375,112,315,45,260,2646,25,96,74,192,46,16,349,384,365,254,194,190,810,728,358,411,203,260,218,452,215,240
ENSG00000053501.13,859,395,544,615,376,1700,1356,927,404,444,301,1267,345,1368,442,372,388,403,367,756,1721,843,525,2524,728,381,302,239,606,233,585,379,277,263,162,169,650,1102,531,462
ENSG00000053524.12,229,95,102,74,49,66,99,35,125,569,118,64,297,24,149,50,69,300,4,8,88,195,31,13,95,387,48,139,58,478,18,139,109,107,140,174,165,104,291,158
ENSG00000053702.15,675,497,821,106,261,311,1094,511,282,1113,113,630,652,512,474,137,478,421,46,317,480,402,136,122,436,482,325,478,757,647,650,849,515,398,428,241,341,475,206,220
ENSG00000053747.17,24,19,57,34,102,288,13,551,27,8,28,1,8,19,8,4,11,45,27,6,12,31,3,43,7,66,14,7,165,40,154,57,3,4,192,5,8,54,13,87
ENSG00000053770.12,1606,1706,1831,2062,967,2289,1601,1312,1043,3255,932,2071,1790,1459,1055,216,1079,946,207,703,721,2603,1200,2106,871,2391,886,1768,1963,2198,1540,1905,2571,607,1256,1169,1434,3960,1548,2200
ENSG00000053900.11,761,1221,1656,290,1017,2267,1374,2055,618,1287,320,1516,1020,1165,808,341,1217,1239,325,874,1056,2622,799,2408,1028,1849,852,1228,1615,1287,1580,1172,1283,1601,1066,1282,917,2676,551,1111
ENSG00000053918.18,300,739,699,135,240,128,519,2517,683,2209,328,454,33,2796,316,17,944,30,302,26,1772,578,388,294,215,180,627,367,303,60,1112,251,532,518,334,513,490,1328,166,271
ENSG00000054116.12,921,1217,984,665,423,1907,1481,1616,894,1691,346,1314,862,1276,579,297,676,511,644,924,1817,1440,631,4397,438,1079,564,772,1561,930,1492,1066,922,176,368,492,507,2597,835,702
ENSG00000054118.15,5808,11164,6832,5485,4894,7594,5692,7968,7654,18268,5814,8203,5915,6102,4707,1608,6536,3974,1668,1192,4559,8416,4581,5159,2968,5943,5551,6170,8951,4843,11029,9228,8313,2331,4813,4133,7827,11326,7428,5599
ENSG00000054148.18,890,710,861,209,528,2766,1360,2670,621,512,441,1983,301,3127,602,654,462,987,962,1151,4434,765,721,7145,251,779,434,135,742,397,1485,627,289,570,218,148,287,1890,254,257
ENSG00000054179.12,20,3,0,15,5,0,2,2,12,17,2,9,9,5,7,2,16,3,0,1,22,25,2,28,3,5,19,0,3,7,16,13,1,7,7,10,11,12,72,13
ENSG00000054219.11,176,1858,1009,435,835,1435,468,1169,410,1502,420,566,474,1782,448,342,732,127,445,318,1520,1084,337,5846,696,1639,419,840,1633,697,2580,1187,1191,357,366,826,697,1950,255,653
ENSG00000054267.22,8291,4766,4289,5514,6953,12516,9204,4957,7300,12337,8512,4604,6931,16631,4435,1329,5473,7455,1158,2036,4008,7955,6843,3594,4945,5359,5215,6364,2641,8726,3598,5444,7080,2895,9733,5036,5860,7147,11305,7936
ENSG00000054277.14,46,69,91,68,55,79,39,503,189,117,57,54,23,178,12,16,118,21,25,26,220,244,35,86,72,17,59,64,136,35,330,133,76,31,56,68,24,335,47,76
ENSG00000054282.16,1062,1354,1281,995,1030,993,1341,1670,485,954,239,2932,347,1447,645,579,1131,335,337,761,1589,1387,342,1908,784,2188,478,1521,2001,618,873,360,685,378,552,511,739,1390,249,779
ENSG00000054356.14,46,3,16,20,66,7,10,2,105,80,19,19,304,0,10,1,10,10,1,2,2,72,14,10,19,4,11,4,6,1,2,15,12,16,13,30,9,75,108,55
ENSG00000054392.13,404,479,419,37,146,504,729,379,110,131,29,225,27,372,128,51,204,101,66,409,631,356,40,369,177,848,111,107,615,187,285,120,91,112,143,39,48,422,39,84
ENSG00000054523.18,1486,2641,1041,698,13059,2596,449,3058,3743,4075,3843,1239,5630,1512,4749,592,4046,6277,608,662,4051,3101,2023,855,1690,2583,4194,3611,2318,1709,760,1164,2357,4833,3889,6247,3585,3866,3600,5200
ENSG00000054598.9,22338,1026,571,17,48,119,192,42,58,13,1745,21,68,6,27,16,2429,110,2,19,54644,41,6100,10,8622,1882,17,249,9,1806,7,33,49,38,285,63,8493,169,25,10
ENSG00000054611.14,1289,1665,1634,882,1117,2369,1709,2336,1202,6932,283,2173,1019,1367,1141,533,2048,1020,541,991,2168,1895,488,3016,801,1027,461,2133,1202,855,1200,601,1773,667,686,1436,1614,2217,614,1050
ENSG00000054654.19,652,542,1080,1623,1241,828,747,313,4032,15373,1268,519,10297,344,6346,5691,4643,3388,106,82,441,4731,532,153,4553,6253,1591,8660,553,2584,291,1011,6420,3074,7586,4537,8416,4230,6487,2588
ENSG00000054690.14,210,20,111,132,86,94,92,33,231,394,73,121,233,73,40,3,109,262,22,4,13,192,13,69,148,52,359,90,35,65,478,114,145,767,87,85,138,223,450,117
ENSG00000054793.14,2406,326,681,2489,73,780,1353,164,198,1189,49,881,922,14,164,54,161,4935,17,85,318,247,225,38,177,255,419,1033,968,249,39,60,377,260,332,201,17,118,730,422
ENSG00000054796.13,0,1,0,0,0,0,0,0,1,1,4,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,3,1,0
ENSG00000054803.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1
ENSG00000054938.16,1,2,6,6,0,3,2,8,8,37,3,3,33,17,3,1,20,23,4,1,9,21,10,23,3,3,2,5,1,4,1,48,3,13,3,6,7,17,13,6
ENSG00000054965.11,4281,3567,3185,2182,2569,4988,3094,3698,2464,6769,1336,3043,2229,2011,2551,656,2766,2671,475,1659,2798,2514,1652,1832,2470,5100,1935,2569,4135,2076,3010,2578,2404,3275,1664,2682,2156,3603,1751,4573
ENSG00000054967.13,14133,4854,4272,10310,11273,2810,12145,12234,9383,23050,9553,5421,3484,11825,5328,389,11896,2120,478,841,3134,3949,3929,2127,4633,3802,6262,2971,1749,2823,8692,8451,4441,9246,7090,5946,3745,4163,4377,8118
ENSG00000054983.17,49,1202,2134,684,925,3578,1668,1115,1127,2070,1442,1810,2318,3334,2710,418,1154,732,807,2109,1481,1935,1332,6884,856,1821,754,2601,1948,607,3325,3014,1275,569,1289,1253,278,6529,1008,1223
ENSG00000055044.11,3836,2929,3771,1838,1884,10275,6561,3943,3636,4055,1296,3894,3099,11525,2111,1297,2603,3061,1479,1868,2873,4552,1641,3064,2920,4967,1653,3651,3586,2809,4150,2644,2999,1612,3242,2687,2160,8406,4509,2527
ENSG00000055070.17,11145,3218,2899,3573,2740,7327,7822,5578,5605,7115,6189,5584,2339,10182,3057,1174,3418,4229,1821,4987,7186,2367,2584,7957,1797,3664,3273,3005,2303,2038,4876,2636,2842,1006,3434,1727,2176,5196,3574,3791
ENSG00000055118.16,267,1388,1456,157,271,4757,17502,99,2843,55,43,253,95,129,1208,193,83,34,122,3667,573,4843,2031,153,284,138,506,518,183,309,66,22,310,109,132,2028,211,30291,1580,73
ENSG00000055130.17,1449,1188,1820,1018,954,5819,2128,1756,4849,3410,709,3279,1676,847,628,253,1467,996,546,1423,1533,5183,1239,2108,656,2989,394,2732,297,1607,892,513,1325,920,1702,1542,604,5570,1634,2715
ENSG00000055147.19,532,887,1040,292,280,689,791,499,444,740,175,683,447,203,390,93,384,141,99,227,511,1440,292,769,213,662,256,415,1015,480,332,257,588,171,286,627,402,2747,325,375
ENSG00000055163.20,12028,2892,9141,6597,10809,25063,17062,8499,10322,29118,6316,3815,9719,3852,7282,1812,6204,1771,803,7070,13077,9454,1928,3315,3327,12813,2873,9539,948,5278,740,1135,12699,1357,5317,7743,1031,11394,8769,4771
ENSG00000055208.19,12557,6080,3820,10978,4961,17644,9297,3238,7706,17639,14928,6844,8333,13179,4651,1017,4828,6054,2470,3418,4202,5285,10018,6493,3077,9062,5545,7310,2075,6645,7248,6489,7789,1833,6980,4434,5552,10088,10322,9914
